index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4927,njresister34,"rational citizen, believe in common sense gun control, responsible immigration and peace on earth.",new jersey,915,198,2805,2009-07-09 01:54:19,2020-06-22 01:20:55,37526,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4928,_SelfMinded,"(od)-work for a cause not for applause, live life to express, not to impress...",n.a,348,377,8103,2012-04-10 19:13:36,2020-06-22 03:24:08,42217,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4929,Lokisaur,"gamer, nerd, guy who enjoys funny things. follow for none of that, only complaining.",n.a,527,138,6124,2009-04-09 05:39:12,2020-06-20 02:52:11,306,"Thanks a lot jackasses, due to the spike in Corona Virus cases in the state, visitation at the hospital has been cut off completely. Hope brunch at that bar and grill was worth it, you selfish fucks. Eat a bag of dicks.",[],[],thanks lot jackass due spike corona virus case state visitation hospital cut completely hope brunch bar grill worth selfish fuck eat bag dick,,"[{'score': 0.597553, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4930,Lonkei,believer of truth power and justice. #vote #vote #vote #voteblue,n.a,2041,674,17192,2011-03-15 18:53:10,2020-06-20 02:54:14,25301,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4931,RazdanSK,"rt not endorsment 
j&k india",n.a,141,106,13574,2015-06-08 05:23:12,2020-06-22 01:38:18,78,Yes. From now on Corona virus will start loosing its sheen &amp; withdraw sooner than later from our society. Started sighing now,[],[],yes corona virus start loose sheen amp withdraw sooner later society start sigh,,"[{'score': 0.608364, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4932,MyCityofDAVID,anime #voicetalent and #producer in #dfw. @mybrcc dropout. #louisiana built. i also create videos. no dm's,"dallas, tx- baton rouge, la",19750,24477,8931,2013-02-13 03:38:48,2020-06-22 01:39:30,3,#JohnBolton spilling the tea on #DonaldTrump😮. Saying that #Putin views Trump as a weak leader and not intimidated by him 😮 @ABC #TulsaFlop #coronavirus #TheLastRide #Tulsa #COVID #TommyIsOverParty #FCMAGF #Zartajgul #ABCNews #Master #loser #fraud https://t.co/W2Rmr41bHO,"['johnbolton', 'donaldtrump', 'putin', 'tulsaflop', 'coronavirus', 'thelastride', 'tulsa', 'covid', 'tommyisoverparty', 'fcmagf', 'zartajgul', 'abcnews', 'master', 'loser', 'fraud']",['@ABC'],spill tea say view trump weak leader intimidate,,"[{'score': 0.593811, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4933,c_martinez30,n.a,la fitness,202,216,5131,2012-11-03 20:24:09,2020-06-20 03:16:41,25957,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4934,phfadden,"husband, proud father & new grandpa, architect, pe, rhubarb pie. donald and those that still support him are vile, characterless pieces of human excrement.",i am what i am,2933,1324,10909,2009-04-27 18:20:46,2020-06-21 03:12:43,0,"@angie_rasmussen This is getting more like #NaziGermany every day. By ignoring and downplaying the Corona Virus, #Donald set in motion the killing of 120,000 Americans in 4 months.  He’s on his way to being remembered as a brother to #Hitler and #Stalin for his mass executions.","['nazigermany', 'donald', 'hitler', 'stalin']",['@angie_rasmussen'],get like every day ignore downplay corona virus set motion kill american month he’s way remember brother mass execution,,"[{'score': 0.690926, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.572397, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4935,PSF781,???????,n.a,13,2,145,2020-03-16 10:09:08,2020-06-21 03:32:10,0,"Real records of corona virus disease 2020(143) More than 4000 deaths
hit the bell button for notifications https://t.co/AIhkYO2cJK",[],[],"real record corona virus disease deaths
hit bell button notification","[{'sentence_id': 0, 'text': 'real record corona virus disease deaths', 'tones': [{'score': 0.655853, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'hit bell button notification', 'tones': []}]","[{'score': 0.639583, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.932568, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
4936,_NEVERFORGET_,"#resist
#notmypresident
#leavenopetsbehind
#civiliansdonotneedanar15


no soliciting / sex dms, please","orange county, ca",4329,3805,26000,2009-05-27 00:48:48,2020-06-22 02:14:20,42,Orange County on Sunday reported its highest one-day total of new coronavirus cases for the second day in a row.​ https://t.co/kCI776JiS6,[],[],orange county sunday report high one-day total new coronavirus case second day row.​,,"[{'score': 0.523333, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.811255, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
4937,Mandalorian_Ren,"female usaf vet 4n151 whmc 59 mdw 59 sos. live by my oath & usaf core values. outdoor photographer. no filter, no bs. independent. atheist. go bills","ohio, usa",14029,18286,67195,2017-06-28 20:24:37,2020-06-23 01:28:38,3,"This is alarming: “18- to 74-year-olds with developmental disabilities, mostly those diagnosed with autism, who contracted COVID-19 died at nearly twice the rate as others.”

https://t.co/aLx41vAr1l",[],[],"alarm developmental disability mostly diagnose autism contract die nearly twice rate others.”

",,"[{'score': 0.703753, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4938,NicolaNalexand,n.a,minnesota,83,67,18476,2012-06-14 15:15:12,2020-06-22 03:20:06,162,"“I’m not sure a deadly pandemic that has killed 120,000 Americans is material for a light moment,"" Tapper responded. https://t.co/nfjZHCwsij",[],[],“i’m sure deadly pandemic kill american material light moment tapper respond,,"[{'score': 0.542489, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
4939,RumnHope,#blacklivesmatter,n.a,44,16,17056,2017-10-10 06:06:30,2020-06-20 03:06:56,26024,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4940,_SimplyyShannon,infinity & beyond. wild heart. gypsy soul. #mkmwc,in the presence of god,370,470,45324,2011-09-18 19:29:43,2020-06-23 01:27:19,2946,niggas talmbout parties n im looking at these new COVID-19 cases like https://t.co/EbkBMoxpZn,[],[],nigga talmbout party im look new case like,,[],,,,,,,
4941,ThesiyaTushar,"upsc cse aspirant, spipa, former ceat employee,
હું આજ ઢળું કે કાલ ઢળું ઢળવા નો એ પાક્કું,
હું સૂર્ય છું અંત સુધી જળહળવા નો એ પાક્કું...","gandhinagar, india",85,13,87,2020-05-13 10:04:04,2020-06-22 01:36:19,826,"IMPORTANT ALERT 

Large scale cyber attacks are expected through fake emails offering free Covid-19 testing. Pl be careful. Don't open attachments in unsolicited emails even if it comes from Govt mail ID or your contacts.
https://t.co/2IRiYdkVH5

Please RT",[],[],"important alert 

large scale cyber attack expect fake email offer free test pl careful open attachment unsolicited email even come govt mail id contacts.


please rt","[{'sentence_id': 0, 'text': 'important alert ', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'large scale cyber attack expect fake email offer free test pl careful open attachment unsolicited email even come govt mail id contacts.', 'tones': []}, {'sentence_id': 3, 'text': 'please rt', 'tones': []}]","[{'score': 0.84639, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4942,nicholasbldwin,19. musician.,"worcester, ma",519,216,10318,2013-09-16 00:05:15,2020-06-22 03:23:27,42232,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4943,MikeLee_9999,n.a,n.a,48,9,873,2020-04-10 16:46:01,2020-06-21 03:25:12,0,"@SteveBrock @HarleyRouda Yes, science indeed. Was it science that tells us the Chinese Virus somehow passed by protesters and looters and only infect those who attend a Trump rally, right?",[],"['@SteveBrock', '@HarleyRouda']",yes science indeed science tell chinese virus somehow pass protester looter infect attend trump rally right,,[],,,,,,,
4944,WeatherwaxVimes,"i aten't dead 🧙‍. 🐝🐝are kawaii. ♥️ queen's thief, the good place, b99, omgcp, atla, vorkosigan saga, btvs, mdzs  👋⛸️🇨🇦⛸️ 👋. pfp: @ovliriu8awczkm4",janet's void,184,189,13467,2009-04-26 18:57:00,2020-06-22 02:14:39,1127,"NYC friends: My neighbor passed away due to covid-19 &amp; his two cats are in need of a new, loving home. Suzi (f, 11) &amp; Sammy (m, 8) are healthy, adorable kitties. It would be ideal for them to be adopted together. Please let me know if you're interested, or spread the word https://t.co/rsjTdaU6uX",[],[],nyc friend neighbor pass away due amp two cat need new love home suzi amp sammy healthy adorable kitty would ideal adopt together please let know interested spread word,,"[{'score': 0.683034, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4945,DelawareCOVID,"a bot that aggregates tweets about covid-19 and delaware.

created and maintained by @medicalfrank",delaware,64,103,6673,2020-04-27 18:28:35,2020-06-22 02:31:24,2,"3 teens test positive for COVID-19 after spending senior week at Delaware beaches, prompting call for widespread testing - WDEL 1150AM https://t.co/OiuwsiSCie https://t.co/9HT13jllpc",[],[],teen test positive spending senior week delaware beach prompt call widespread testing wdel,,"[{'score': 0.678386, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,1.0,,,1.0,,
4946,ChristianPayto5,n.a,united states,427,93,57560,2015-12-31 04:48:00,2020-06-22 03:23:51,13,"Due to the restrictions on access by COVID-19 protocols, the only people with access to the Cup garage are Cup team members, NASCAR officials and track and safety workers.",[],[],due restriction access protocols people access cup garage cup team member nascar official track safety worker,,"[{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4947,spursFan210,spurs!! utsa football!! high school football!! judson rockets!!-,"san antonio, tx",385,145,11271,2009-10-06 22:11:12,2020-06-23 01:26:27,13,"COVID-19 UPDATE:

We're now at 7156 (+274) cases:
4252 active, 2807 recoveries

- 340 Travel-related
- 2744 Close-contact (known source)
- 1660 Community-transmitted (no known source)
- 47 Unknown (no valid contact information)
- 2365 Under investigation

1/7 https://t.co/CN8z3O7yzr",[],[],"update:

we're active recoveries

 travel-related
 close-contact know source)
 community-transmitted know source)
 unknown valid contact information)
","[{'sentence_id': 0, 'text': 'update:', 'tones': []}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""we're active recoveries"", 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': ' travel-related', 'tones': []}, {'sentence_id': 5, 'text': ' close-contact know source)', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 6, 'text': ' community-transmitted know source)', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 7, 'text': ' unknown valid contact information)', 'tones': [{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4948,siamezecats4me,n.a,n.a,100,37,16344,2019-01-04 01:20:28,2020-06-21 03:16:21,1688,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]","[{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
